areasymbol	musym	muname	MUKEY	dom_cond_order	dom_cond_pct_order	dom_cond_suborder	dom_cond_pct_suborder
WI005	AmD	"Amery-Greenwood complex, 0 to 35 percent slopes"	431268	Alfisols	75	Udalfs	75
WI005	AnA	"Anigon silt loam, 0 to 2 percent slopes"	431269	Alfisols	100	Udalfs	100
WI005	AnB	"Anigon silt loam, 2 to 6 percent slopes"	431270	Alfisols	100	Udalfs	100
WI005	AnC2	"Anigon silt loam, 6 to 12 percent slopes, eroded"	431271	Alfisols	100	Udalfs	100
WI005	ApB	"Arland fine sandy loam, 2 to 6 percent slopes"	431272	Alfisols	100	Udalfs	100
WI005	ApC2	"Arland fine sandy loam, 6 to 12 percent slopes, eroded"	431273	Alfisols	100	Udalfs	100
WI005	ApD	"Arland fine sandy loam, 12 to 25 percent slopes"	431274	Alfisols	100	Udalfs	100
WI005	AsB	"Arland silt loam, 2 to 6 percent slopes"	431275	Alfisols	100	Udalfs	100
WI005	AsC2	"Arland silt loam, 6 to 12 percent slopes, eroded"	431276	Alfisols	100	Udalfs	100
WI005	Au	"Auburndale silt loam, 0 to 2 percent slopes"	431277	Alfisols	100	Aqualfs	100
WI005	Ba	"Barronett silt loam, 0 to 2 percent slopes"	431278	Alfisols	100	Aqualfs	100
WI005	Be	"Beseman peat, 0 to 1 percent slopes"	431279	Histosols	100	Saprists	100
WI005	BpA	"Brill silt loam, 0 to 3 percent slopes"	431280	Alfisols	100	Udalfs	100
WI005	CaC2	"Campia silt loam, 6 to 12 percent slopes, eroded"	431281	Alfisols	100	Udalfs	100
WI005	Cb	"Capitola muck, 0 to 2 percent slopes"	431282	Alfisols	100	Aqualfs	100
WI005	CkA	"Chetek sandy loam, 0 to 2 percent slopes"	431284	Alfisols	100	Udalfs	100
WI005	CkB	"Chetek sandy loam, 2 to 6 percent slopes"	431285	Alfisols	100	Udalfs	100
WI005	CkC2	"Chetek sandy loam, 6 to 12 percent slopes, eroded"	431286	Alfisols	100	Udalfs	100
WI005	ClD	"Chetek-Rosholt complex, 12 to 25 percent slopes"	431287	Alfisols	100	Udalfs	100
WI005	Cm	"Comstock silt loam, 0 to 2 percent slopes"	431288	Alfisols	98	Udalfs	98
WI005	CsC	"Cress-Mahtomedi complex, 6 to 15 percent slopes"	431289	Inceptisols	60	Ochrepts	60
WI005	CsD	"Cress-Mahtomedi complex, 15 to 25 percent slopes"	431290	Inceptisols	60	Ochrepts	60
WI005	CuA	"Crystal Lake silt loam, 0 to 2 percent slopes"	431291	Alfisols	100	Udalfs	100
WI005	CuB	"Crystal Lake silt loam, 2 to 6 percent slopes"	431292	Alfisols	100	Udalfs	100
WI005	DoB	"Dobie silt loam, 2 to 6 percent slopes"	431293	Alfisols	100	Udalfs	100
WI005	DoC2	"Dobie silt loam, 6 to 12 percent slopes, eroded"	431294	Alfisols	100	Udalfs	100
WI005	DoD2	"Dobie silt loam, 12 to 20 percent slopes, eroded"	431295	Alfisols	100	Udalfs	100
WI005	DrB	"Doritty silt loam, 2 to 6 percent slopes"	431296	Alfisols	100	Udalfs	100
WI005	Fm	"Fordum silt loam, 0 to 2 percent slopes"	431297	Entisols	100	Aquents	100
WI005	FnB	"Freeon silt loam, 2 to 6 percent slopes"	431298	Alfisols	100	Udalfs	100
WI005	FnC2	"Freeon silt loam, 6 to 12 percent slopes, eroded"	431299	Alfisols	100	Udalfs	100
WI005	FrA	"Friendship loamy sand, 0 to 3 percent slopes"	431300	Entisols	100	Psamments	100
WI005	Gr	"Greenwood peat, 0 to 1 percent slopes"	431301	Histosols	100	Hemists	100
WI005	HaB	"Haugen sandy loam, 2 to 6 percent slopes"	431302	Alfisols	95	Udalfs	95
WI005	HaC	"Haugen sandy loam, 6 to 12 percent slopes"	431303	Alfisols	95	Udalfs	95
WI005	HgC	"Haugen-Greenwood complex, 0 to 15 percent slopes"	431304	Alfisols	70	Udalfs	70
WI005	HvC2	"Hayriver fine sandy loam, 6 to 12 percent slopes, eroded"	431305	Alfisols	100	Udalfs	100
WI005	HvD	"Hayriver fine sandy loam, 12 to 20 percent slopes"	431306	Alfisols	100	Udalfs	100
WI005	HyB	"Hayriver loam, 2 to 6 percent slopes"	431307	Alfisols	100	Udalfs	100
WI005	HzF	"Hayriver-Twinmound complex, 20 to 50 percent slopes"	431308	Alfisols	60	Udalfs	60
WI005	M-W	MISCELLANEOUS WATER	724401		100		100
WI005	MaB	"Magnor silt loam, 0 to 4 percent slopes"	431309	Alfisols	95	Udalfs	95
WI005	Me	"Markey muck, 0 to 1 percent slopes"	431310	Histosols	100	Saprists	100
WI005	Mh	"Meehan loamy sand, 0 to 2 percent slopes"	431311	Entisols	98	Psamments	98
WI005	MnA	"Menahga loamy sand, 0 to 2 percent slopes"	431312	Entisols	97	Psamments	97
WI005	MnB	"Menahga loamy sand, 2 to 6 percent slopes"	431313	Entisols	97	Psamments	97
WI005	MnC	"Menahga loamy sand, 6 to 12 percent slopes"	431314	Entisols	95	Psamments	95
WI005	MnD	"Menahga loamy sand, 12 to 25 percent slopes"	431315	Entisols	86	Psamments	86
WI005	Mo	"Moppet fine sandy loam, 0 to 2 percent slopes"	431316	Inceptisols	95	Udepts	95
WI005	NeB	"Newood sandy loam, 2 to 6 percent slopes"	431317	Spodosols	100	Orthods	100
WI005	NeC	"Newood sandy loam, 6 to 15 percent slopes"	431318	Spodosols	100	Orthods	100
WI005	NoD	"Newot sandy loam, 15 to 35 percent slopes"	431319	Spodosols	100	Orthods	100
WI005	Ns	"Newson loamy sand, 0 to 2 percent slopes"	431320	Entisols	100	Aquents	100
WI005	Oe	"Oesterle sandy loam, 0 to 2 percent slopes"	431321	Alfisols	98	Udalfs	98
WI005	OsC2	"Otterholt silt loam, 6 to 12 percent slopes, eroded"	431322	Alfisols	100	Udalfs	100
WI005	OsD	"Otterholt silt loam, 12 to 20 percent slopes"	431323	Alfisols	100	Udalfs	100
WI005	Pc	"Pits, gravel"	431324		100		100
WI005	PdB	"Plainbo loamy sand, 2 to 6 percent slopes"	431325	Entisols	100	Psamments	100
WI005	PdC	"Plainbo loamy sand, 6 to 12 percent slopes"	431326	Entisols	100	Psamments	100
WI005	PdD	"Plainbo loamy sand, 12 to 20 percent slopes"	431327	Entisols	100	Psamments	100
WI005	Px	"Poskin silt loam, 0 to 2 percent slopes"	431328	Alfisols	98	Udalfs	98
WI005	QuA	"Quarderer silt loam, 0 to 3 percent slopes"	431329	Mollisols	95	Udolls	95
WI005	Rb	"Rib silt loam, 0 to 2 percent slopes"	431330	Inceptisols	100	Aqualfs	100
WI005	RhC	"Ribhill cobbly silt loam, 2 to 15 percent slopes, very stony"	431331	Alfisols	100	Udalfs	100
WI005	RhE	"Ribhill cobbly silt loam, 15 to 40 percent slopes, very stony"	431332	Alfisols	100	Udalfs	100
WI005	RoA	"Rosholt loam, 0 to 2 percent slopes"	431333	Alfisols	100	Udalfs	100
WI005	RoB	"Rosholt loam, 2 to 6 percent slopes"	431334	Alfisols	100	Udalfs	100
WI005	RoC2	"Rosholt loam, 6 to 12 percent slopes, eroded"	431335	Alfisols	100	Udalfs	100
WI005	Ru	Rubble land	431336		100		100
WI005	SaB	"Santiago silt loam, 2 to 6 percent slopes"	431337	Alfisols	100	Udalfs	100
WI005	SaC2	"Santiago silt loam, 6 to 12 percent slopes, eroded"	431338	Alfisols	100	Udalfs	100
WI005	SaD2	"Santiago silt loam, 12 to 20 percent slopes, eroded"	431339	Alfisols	100	Udalfs	100
WI005	ScA	"Scoba sandy loam, 0 to 3 percent slopes"	431340	Alfisols	100	Udalfs	100
WI005	Sm	"Seelyeville and Cathro mucks, 0 to 1 percent slopes"	431341	Histosols	100	Saprists	100
WI005	SoA	"Siouxcreek silt loam, 0 to 3 percent slopes"	431342	Ultisols	95	Udults	95
WI005	SrB	"Spencer silt loam, 2 to 6 percent slopes"	431343	Alfisols	100	Udalfs	100
WI005	SrC2	"Spencer silt loam, 6 to 12 percent slopes, eroded"	431344	Alfisols	100	Udalfs	100
WI005	Ud	"Udorthents, nearly level"	431345		100		100
WI005	Va	"Vancecreek silt loam, 0 to 2 percent slopes"	431346	Mollisols	100	Aquolls	100
WI005	W	Water	431347		100		100
WI005	WkC2	"Wickware silt loam, 6 to 12 percent slopes, eroded"	431348	Alfisols	100	Udalfs	100
WI005	WkD2	"Wickware silt loam, 12 to 20 percent slopes, eroded"	431349	Alfisols	100	Udalfs	100
WI007	121A	"Wakeley muck, 0 to 2 percent slopes"	1383545	Entisols	80	Aquents	80
WI007	1274B	"Amnicon-Miskoaki complex, 2 to 6 percent slopes"	1144328	Alfisols	90	Udalfs	90
WI007	1280B	"Sanborg-Odanah complex, 2 to 6 percent slopes"	1144329	Alfisols	90	Udalfs	90
WI007	1385B	"Cublake-Keweenaw, stony, complex, 0 to 6 percent slopes"	1147440	Spodosols	80	Orthods	80
WI007	1451B	"Gogebic, very stony-Annalake complex, 0 to 6 percent slopes"	433555	Spodosols	85	Orthods	85
WI007	1451C	"Gogebic, very stony-Annalake complex, 6 to 15 percent slopes"	433556	Spodosols	90	Orthods	90
WI007	1653B	"Stanberry-Parkfalls-Wozny complex, 0 to 6 percent slopes, very stony"	1147444	Spodosols	75	Orthods	40
WI007	1653C	"Stanberry-Parkfalls-Wozny complex, 0 to 15 percent slopes, very stony"	1147442	Spodosols	65	Orthods	40
WI007	174B	"Rubicon sand, 0 to 6 percent slopes"	433326	Spodosols	85	Orthods	85
WI007	174C	"Rubicon sand, 6 to 15 percent slopes"	433327	Spodosols	90	Orthods	90
WI007	174D	"Rubicon sand, 15 to 30 percent slopes"	433328	Spodosols	90	Orthods	90
WI007	174F	"Rubicon sand, 30 to 60 percent slopes"	433329	Spodosols	90	Orthods	90
WI007	1760C	"Keweenaw, stony-Pence, stony-Cathro complex, 0 to 15 percent slopes"	1147446	Spodosols	65	Orthods	65
WI007	1760E	"Keweenaw, stony-Pence, stony-Cathro complex, 0 to 45 percent slopes"	1383879	Spodosols	70	Orthods	70
WI007	182B	"Padus sandy loam, 0 to 6 percent slopes"	782457	Spodosols	98	Orthods	98
WI007	182C	"Padus sandy loam, 6 to 15 percent slopes"	782458	Spodosols	83	Orthods	83
WI007	182D	"Padus sandy loam, 15 to 30 percent slopes"	782459	Spodosols	82	Orthods	82
WI007	192A	"Worcester sandy loam, 0 to 3 percent slopes"	433344	Spodosols	80	Aquods	80
WI007	193A	"Minocqua muck, 0 to 2 percent slopes"	433346	Inceptisols	83	Aquepts	83
WI007	2015	Pits	448464		100		100
WI007	2030	"Udorthents and Udipsamments, cut or fill"	848615	Entisols	50	Psamments	50
WI007	203B	"Wakefield fine sandy loam, 1 to 6 percent slopes, stony"	433350	Spodosols	85	Orthods	85
WI007	203C	"Wakefield fine sandy loam, 6 to 18 percent slopes, stony"	433351	Spodosols	85	Orthods	85
WI007	2050	Landfill	782512		100		100
WI007	215B	"Pence sandy loam, 0 to 6 percent slopes"	433367	Spodosols	80	Orthods	80
WI007	215C	"Pence sandy loam, 6 to 15 percent slopes"	433369	Spodosols	85	Orthods	85
WI007	215D	"Pence sandy loam, 15 to 30 percent slopes"	433371	Spodosols	85	Orthods	85
WI007	217B	"Karlin loamy fine sand, 0 to 6 percent slopes"	433372	Spodosols	80	Orthods	80
WI007	217C	"Karlin loamy fine sand, 6 to 15 percent slopes"	433373	Spodosols	80	Orthods	80
WI007	226A	"Allendale loamy fine sand, 0 to 3 percent slopes"	433379	Spodosols	80	Aquods	80
WI007	242B	"Fence silt loam, lake terrace, 0 to 6 percent slopes"	433386	Spodosols	85	Orthods	85
WI007	242C	"Fence silt loam, lake terrace, 6 to 15 percent slopes"	433387	Spodosols	85	Orthods	85
WI007	247A	"Shag silt loam, lake terrace, 0 to 2 percent slopes"	433390	Mollisols	90	Aquolls	90
WI007	262B	"Amnicon-Cuttre complex, 0 to 4 percent slopes"	452746	Alfisols	90	Udalfs	50
WI007	274C	"Miskoaki clay loam, 6 to 12 percent slopes"	452748	Alfisols	90	Udalfs	90
WI007	274D	"Miskoaki clay loam, 12 to 25 percent slopes"	452749	Alfisols	95	Udalfs	95
WI007	280C	"Odanah silt loam, 6 to 15 percent slopes"	433411	Alfisols	90	Udalfs	90
WI007	280D	"Odanah silt loam, 15 to 25 percent slopes"	433412	Alfisols	93	Udalfs	93
WI007	280F	"Odanah silt loam, 25 to 60 percent slopes"	433413	Alfisols	95	Udalfs	95
WI007	292B	"Udifluvents, loamy to clayey, 0 to 6 percent slopes, occasionally flooded"	782464	Entisols	85	Fluvents	85
WI007	309C	"Metonga-Rock outcrop complex, 6 to 20 percent slopes"	782465	Spodosols	60	Orthods	60
WI007	309E	"Metonga-Rock outcrop complex, 20 to 45 percent slopes"	782466	Spodosols	55	Orthods	55
WI007	3114A	"Saprists, Aquents, and Aquepts, 0 to 1 percent slopes, ponded, flooded"	1383542	Histosols	55	Saprists	55
WI007	317D	"Alcona fine sandy loam, lake terrace, 15 to 30 percent slopes"	433431	Spodosols	87	Orthods	87
WI007	319A	"Tonkey sandy loam, 0 to 2 percent slopes"	433433	Inceptisols	90	Aquepts	90
WI007	3243A	"Spear silt loam, lake terrace, 0 to 3 percent slopes"	1390187	Alfisols	85	Udalfs	85
WI007	3276A	"Au Gres loamy sand, 0 to 3 percent slopes"	1383557	Spodosols	85	Aquods	85
WI007	339B	"Rousseau loamy fine sand, 0 to 6 percent slopes"	433452	Spodosols	85	Orthods	85
WI007	339C	"Rousseau loamy fine sand, 6 to 15 percent slopes"	433453	Spodosols	90	Orthods	90
WI007	339D	"Rousseau loamy fine sand, 15 to 30 percent slopes"	433454	Spodosols	90	Orthods	90
WI007	3403A	"Loxley, Beseman, and Dawson soils, 0 to 1 percent slopes"	1383580	Histosols	98	Saprists	98
WI007	3423A	"Rifle peat, 0 to 1 percent slopes"	1383581	Histosols	90	Hemists	90
WI007	3424C	"Frogcreek-Magroc-Stinnett complex, 0 to 15 percent slopes, rocky"	1383585	Alfisols	90	Udalfs	90
WI007	3454B	"Odanah-Cornucopia complex, 2 to 6 percent slopes"	1383589	Alfisols	80	Udalfs	80
WI007	347A	"Bergland-Cuttre complex, 0 to 3 percent slopes"	452754	Alfisols	85	Aqualfs	85
WI007	348A	"Badriver clay loam, 0 to 3 percent slopes"	433461	Alfisols	80	Aqualfs	80
WI007	3512D	"Menominee loamy sand, 15 to 30 percent slopes"	1383639	Spodosols	85	Orthods	85
WI007	3576B	"Anton-Borea complex, 0 to 4 percent slopes"	1383642	Alfisols	80	Udalfs	50
WI007	3608B	"Deerton-Brownstone complex, 0 to 6 percent slopes, very stony"	1383658	Spodosols	90	Orthods	90
WI007	3608C	"Deerton-Brownstone complex, 6 to 15 percent slopes, very stony"	1383660	Spodosols	90	Orthods	90
WI007	3609C	"Abbaye loamy sand, 6 to 15 percent slopes"	1383662	Spodosols	90	Orthods	90
WI007	371A	"Croswell loamy sand, 0 to 3 percent slopes"	782467	Spodosols	87	Orthods	87
WI007	375A	"Robago fine sandy loam, lake terrace, 0 to 3 percent slopes"	433484	Spodosols	85	Aquods	85
WI007	376B	"Tula fine sandy loam, 1 to 6 percent slopes, stony"	433485	Spodosols	80	Aquods	80
WI007	3826B	"Allendale-Wakeley-Kinross complex, 0 to 6 percent slopes"	1383665	Spodosols	55	Aquods	55
WI007	384B	"Springstead sandy loam, 1 to 6 percent slopes, stony"	1383561	Spodosols	88	Orthods	88
WI007	388B	"Pelkie, occasionally flooded-Dechamps, frequently flooded, complex, 0 to 4 percent slopes"	434642	Entisols	80	Psamments	50
WI007	3A	"Totagatic-Bowstring-Ausable complex, 0 to 2 percent slopes, frequently flooded"	1147400	Entisols	48	Aquents	40
WI007	405A	"Lupton, Cathro, and Tawas soils, 0 to 1 percent slopes"	433515	Histosols	95	Saprists	95
WI007	406A	"Loxley mucky peat, 0 to 1 percent slopes"	1147457	Histosols	98	Saprists	95
WI007	407A	"Seelyeville and Markey soils, 0 to 1 percent slopes"	1147458	Histosols	90	Saprists	90
WI007	425B	"Karlin sandy loam, 0 to 6 percent slopes"	1383586	Spodosols	75	Orthods	75
WI007	425C	"Karlin sandy loam, 6 to 15 percent slopes"	1383587	Spodosols	75	Orthods	75
WI007	425D	"Karlin sandy loam, 15 to 30 percent slopes"	1383588	Spodosols	80	Orthods	80
WI007	445A	"Kinross muck, 0 to 2 percent slopes"	433547	Spodosols	80	Aquods	80
WI007	461A	"Bowstring muck, 0 to 1 percent slopes, frequently flooded"	782470	Histosols	85	Saprists	85
WI007	475B	"Rubicon-Sayner complex, 0 to 6 percent slopes"	433568	Spodosols	85	Orthods	85
WI007	475C	"Rubicon-Sayner complex, 6 to 15 percent slopes"	433569	Spodosols	90	Orthods	90
WI007	475D	"Rubicon-Sayner complex, 15 to 30 percent slopes"	433570	Spodosols	90	Orthods	90
WI007	479A	"Lerch-Herbster complex, 0 to 3 percent slopes"	433292	Inceptisols	50	Aquepts	50
WI007	480B	"Portwing-Herbster complex, 0 to 6 percent slopes"	433572	Alfisols	80	Udalfs	50
WI007	481C	"Cornucopia silt loam, 6 to 15 percent slopes"	433573	Alfisols	80	Udalfs	80
WI007	481E	"Cornucopia silt loam, 15 to 45 percent slopes"	1383603	Alfisols	80	Udalfs	80
WI007	485C	"Lupton and Tawas soils, seeped, 2 to 15 percent slopes"	1147408	Histosols	95	Saprists	95
WI007	500A	"Croswell sand, 0 to 3 percent slopes"	782475	Spodosols	85	Orthods	85
WI007	500B	"Croswell sand, 0 to 6 percent slopes"	433582	Spodosols	82	Orthods	82
WI007	509B	"Gogebic fine sandy loam, 1 to 6 percent slopes, very stony"	434700	Spodosols	85	Orthods	85
WI007	509C	"Gogebic fine sandy loam, 6 to 18 percent slopes, very stony"	434701	Spodosols	85	Orthods	85
WI007	509D	"Gogebic fine sandy loam, 18 to 30 percent slopes, very stony"	1384446	Spodosols	90	Orthods	90
WI007	514B	"Iosco loamy sand, 0 to 4 percent slopes"	433596	Spodosols	85	Aquods	85
WI007	515A	"Manitowish sandy loam, 0 to 3 percent slopes"	433597	Spodosols	80	Orthods	80
WI007	5171B	"Tula-Wormet-Gogebic complex, 0 to 6 percent slopes, very stony"	1147453	Spodosols	75	Aquods	75
WI007	5172B	"Gogebic, very stony-Pence, very stony-Cathro complex, 0 to 6 percent slopes"	1380245	Spodosols	80	Orthods	80
WI007	5172C	"Gogebic, very stony-Pence, very stony-Cathro complex, 0 to 18 percent slopes"	1147454	Spodosols	80	Orthods	80
WI007	5172D	"Gogebic, very stony-Pence, very stony-Cathro complex, 0 to 35 percent slopes"	1147455	Spodosols	80	Orthods	80
WI007	5173D	"Gogebic-Pence complex, 18 to 35 percent slopes, very stony"	1146422	Spodosols	100	Orthods	100
WI007	517B	"Annalake fine sandy loam, lake terrace, 2 to 6 percent slopes"	433599	Spodosols	85	Orthods	85
WI007	517C	"Annalake fine sandy loam, lake terrace, 6 to 15 percent slopes"	433600	Spodosols	80	Orthods	80
WI007	524E	"Rock outcrop-Frogcreek-Metonga complex, 2 to 45 percent slopes, very stony"	782477		40		40
WI007	526A	"Flink sand, 0 to 3 percent slopes"	1383960	Spodosols	80	Aquods	80
WI007	548A	"Pickford-Badriver complex, 0 to 3 percent slopes"	433629	Inceptisols	50	Aquepts	50
WI007	555A	"Fordum silt loam, 0 to 2 percent slopes, frequently flooded"	782479	Entisols	93	Aquents	85
WI007	571E	"Pelissier gravelly sandy loam, 15 to 45 percent slopes"	1383641	Spodosols	80	Orthods	80
WI007	574B	"Sayner loamy sand, 0 to 6 percent slopes"	433651	Spodosols	85	Orthods	85
WI007	574C	"Sayner loamy sand, 6 to 15 percent slopes"	433652	Spodosols	90	Orthods	90
WI007	574E	"Sayner loamy sand, 15 to 45 percent slopes"	433653	Spodosols	90	Orthods	90
WI007	577A	"Lerch-Borea complex, 0 to 3 percent slopes"	782481	Inceptisols	50	Aquepts	50
WI007	578C	"Anton silty clay loam, 6 to 15 percent slopes"	782482	Alfisols	85	Udalfs	85
WI007	579B	"Parkfalls sandy loam, 0 to 4 percent slopes, very stony"	1589706	Spodosols	85	Aquods	85
WI007	580B	"Sanborg-Badriver complex, 0 to 6 percent slopes"	433663	Alfisols	80	Udalfs	50
WI007	582B	"Padus-Pence-Keweenaw complex, 0 to 6 percent slopes, stony"	1383654	Spodosols	82	Orthods	82
WI007	582C	"Padus-Pence-Keweenaw complex, 6 to 15 percent slopes, stony"	782483	Spodosols	82	Orthods	82
WI007	582D	"Padus-Pence-Keweenaw complex, 15 to 30 percent slopes, stony"	782484	Spodosols	85	Orthods	85
WI007	591A	"Croswell-Chinwhisker complex, 0 to 3 percent slopes"	1147409	Spodosols	85	Orthods	85
WI007	594C	"Vilas-Lindquist complex, 6 to 15 percent slopes"	1147412	Spodosols	95	Orthods	95
WI007	594D	"Vilas-Lindquist complex, 15 to 30 percent slopes"	1147411	Spodosols	95	Orthods	95
WI007	597A	"Meehan sand, beaches, 0 to 2 percent slopes"	1529830	Entisols	90	Psamments	90
WI007	5A	"Arnheim mucky silt loam, 0 to 1 percent slopes, frequently flooded"	433671	Entisols	85	Aquents	85
WI007	603B	"Redrim very cobbly sand, 0 to 6 percent slopes, very stony"	433676	Spodosols	85	Orthods	85
WI007	605B	"Lapoin loam, 0 to 6 percent slopes"	433679	Spodosols	85	Orthods	85
WI007	610B	"Zeba sandy loam, 0 to 6 percent slopes, very stony"	433686	Spodosols	90	Aquods	90
WI007	611B	"Abbaye-Lapoin complex, 0 to 6 percent slopes"	452765	Spodosols	95	Orthods	95
WI007	614B	"Abbaye-Zeba complex, 0 to 6 percent slopes, very stony"	433692	Spodosols	95	Orthods	55
WI007	633F	"Pence and Padus soils, 30 to 45 percent slopes"	782488	Spodosols	95	Orthods	95
WI007	639A	"Neconish loamy fine sand, 0 to 3 percent slopes"	433710	Spodosols	80	Orthods	80
WI007	644B	"Shanagolden fine sandy loam, 2 to 6 percent slopes, very stony"	1711686	Spodosols	85	Orthods	85
WI007	644C	"Shanagolden fine sandy loam, 6 to 15 percent slopes, very stony"	1711687	Spodosols	90	Orthods	90
WI007	644D	"Shanagolden fine sandy loam, 15 to 30 percent slopes, very stony"	1711688	Spodosols	90	Orthods	90
WI007	670B	"Keweenaw-Pence complex, 0 to 6 percent slopes, stony"	1383993	Spodosols	85	Orthods	85
WI007	670C	"Keweenaw-Pence complex, 6 to 15 percent slopes, stony"	782489	Spodosols	80	Orthods	80
WI007	670E	"Keweenaw-Pence complex, 15 to 45 percent slopes, stony"	782490	Spodosols	80	Orthods	80
WI007	674B	"Sultz sand, 0 to 6 percent slopes"	433729	Spodosols	85	Orthods	85
WI007	674C	"Sultz sand, 6 to 15 percent slopes"	433730	Spodosols	90	Orthods	90
WI007	674D	"Sultz sand, 10 to 30 percent slopes"	1380088	Spodosols	90	Orthods	90
WI007	674E	"Sultz sand, 15 to 45 percent slopes"	433731	Spodosols	90	Orthods	90
WI007	675A	"Robago fine sandy loam, 0 to 3 percent slopes"	1147432	Spodosols	90	Aquods	90
WI007	680B	"Stanberry-Pence complex, 2 to 6 percent slopes, stony"	1383663	Spodosols	98	Orthods	95
WI007	683A	"Tipler sandy loam, 0 to 3 percent slopes"	782492	Spodosols	90	Orthods	90
WI007	69B	"Keweenaw-Sayner-Vilas complex, 2 to 6 percent slopes, stony"	1147401	Spodosols	95	Orthods	95
WI007	69C	"Keweenaw-Sayner-Vilas complex, 6 to 15 percent slopes, stony"	1147403	Spodosols	90	Orthods	90
WI007	69E	"Keweenaw-Sayner-Vilas complex, 15 to 45 percent slopes, stony"	1147402	Spodosols	90	Orthods	90
WI007	6A	"Moquah fine sandy loam, 0 to 3 percent slopes, frequently flooded"	433739	Entisols	85	Fluvents	85
WI007	705B	"Cublake-Croswell-Ashwabay complex, 0 to 6 percent slopes"	433296	Spodosols	55	Orthods	55
WI007	705C	"Cublake-Croswell-Ashwabay complex, 6 to 15 percent slopes"	433299	Spodosols	55	Orthods	55
WI007	712B	"Morganlake loamy sand, 0 to 6 percent slopes"	433744	Spodosols	85	Orthods	85
WI007	712C	"Morganlake loamy sand, 6 to 15 percent slopes"	433745	Spodosols	85	Orthods	85
