areasymbol	musym	muname	MUKEY	dom_cond_order	dom_cond_pct_order	dom_cond_suborder	dom_cond_pct_suborder
WI033	468A	"Oesterle sandy loam, valley train, 0 to 3 percent slopes"	2518525	Alfisols	95	Udalfs	95
WI033	501A	"Finchford loamy sand, 0 to 3 percent slopes"	2498959	Mollisols	97	Udolls	97
WI033	501B	"Finchford loamy sand, 2 to 6 percent slopes"	2505860	Mollisols	94	Udolls	94
WI033	502B2	"Chelsea fine sand, 2 to 6 percent slopes, moderately eroded"	2504132	Entisols	95	Psamments	95
WI033	502C2	"Chelsea fine sand, 6 to 15 percent slopes, moderately eroded"	2504138	Entisols	97	Psamments	97
WI033	506A	"Komro loamy sand, 0 to 3 percent slopes"	2498965	Mollisols	100	Udolls	100
WI033	508A	"Farrington loamy sand, 0 to 3 percent slopes"	2505864	Mollisols	97	Udolls	97
WI033	510B	"Boplain sand, 0 to 6 percent slopes"	2518443	Entisols	90	Psamments	90
WI033	510C	"Boplain sand, 6 to 15 percent slopes"	2518444	Entisols	90	Psamments	90
WI033	511A	"Plainfield sand, 0 to 3 percent slopes"	2518449	Entisols	98	Psamments	98
WI033	511B	"Plainfield sand, 2 to 6 percent slopes"	2498971	Entisols	96	Psamments	96
WI033	511C	"Plainfield sand, 6 to 15 percent slopes"	2498976	Entisols	100	Psamments	100
WI033	511F	"Plainfield sand, 15 to 60 percent slopes"	2498983	Entisols	100	Psamments	100
WI033	512B	"Drammen loamy sand, 1 to 6 percent slopes"	2518451	Alfisols	92	Udalfs	92
WI033	512C	"Drammen loamy sand, 6 to 12 percent slopes"	2518452	Alfisols	94	Udalfs	94
WI033	512D	"Drammen loamy sand, 12 to 20 percent slopes"	2518453	Alfisols	94	Udalfs	94
WI033	516A	"Aldo sand, 0 to 3 percent slopes"	2518472	Entisols	92	Psamments	92
WI033	546A	"Prissel loamy sand, 0 to 3 percent slopes"	2518457	Alfisols	90	Udalfs	90
WI033	546B	"Prissel loamy sand, 2 to 6 percent slopes"	2518458	Alfisols	90	Udalfs	90
WI033	546C	"Prissel loamy sand, 6 to 15 percent slopes"	2518526	Alfisols	85	Udalfs	85
WI033	546F	"Prissel loamy sand, 15 to 60 percent slopes"	2518459	Alfisols	90	Udalfs	90
WI033	555A	"Fordum silt loam, 0 to 2 percent slopes, frequently flooded"	2518699	Entisols	93	Aquents	85
WI033	561B	"Tarr sand, 1 to 6 percent slopes"	2498992	Entisols	95	Psamments	95
WI033	566A	"Tint sand, 0 to 3 percent slopes"	2499008	Entisols	98	Psamments	98
WI033	573B	"Plainbo sand, sand sheet, 0 to 6 percent slopes"	2518527	Entisols	90	Psamments	90
WI033	573C	"Plainbo sand, sand sheet, 6 to 15 percent slopes"	2518528	Entisols	90	Psamments	90
WI033	588A	"Meehan loamy sand, valley train, 0 to 3 percent slopes"	2518701	Entisols	96	Psamments	96
WI033	589A	"Newson mucky loamy sand, 0 to 2 percent slopes"	2518463	Entisols	94	Aquents	94
WI033	601C	"Beavercreek cobbly fine sandy loam, 3 to 12 percent slopes, occasionally flooded"	2504155	Entisols	98	Fluvents	98
WI033	616B	"Chaseburg silt loam, 1 to 4 percent slopes, occasionally flooded"	2504300	Entisols	98	Fluvents	98
WI033	619A	"Vancecreek silt loam, 0 to 2 percent slopes, frequently flooded"	2518529	Mollisols	92	Aquolls	92
WI033	626A	"Arenzville silt loam, 0 to 3 percent slopes, occasionally flooded"	2499021	Entisols	95	Fluvents	95
WI033	628A	"Orion silt loam, 0 to 3 percent slopes, occasionally flooded"	2499028	Entisols	96	Fluvents	96
WI033	629A	"Ettrick silt loam, 0 to 2 percent slopes, frequently flooded"	2499035	Mollisols	92	Aquolls	92
WI033	636A	"Quarderer silt loam, 0 to 3 percent slopes, occasionally flooded"	2518530	Mollisols	92	Udolls	90
WI033	646A	"Dunnbot fine sandy loam, 0 to 3 percent slopes, occasionally flooded"	2499042	Entisols	92	Fluvents	85
WI033	656A	"Scotah loamy fine sand, 0 to 3 percent slopes, occasionally flooded"	2499047	Entisols	99	Psamments	96
WI033	766A	"Moppet fine sandy loam, 0 to 3 percent slopes, occasionally flooded"	2518700	Inceptisols	90	Udepts	90
WI033	804B2	"Arland fine sandy loam, 2 to 6 percent slopes, moderately eroded, dissected"	2518690	Alfisols	90	Udalfs	90
WI033	804C2	"Arland fine sandy loam, 6 to 12 percent slopes, moderately eroded, dissected"	2518691	Alfisols	90	Udalfs	90
WI033	804D	"Arland fine sandy loam, 12 to 25 percent slopes, dissected"	2518692	Alfisols	90	Udalfs	90
WI033	814D2	"Renova silt loam, 12 to 20 percent slopes, moderately eroded, dissected"	2518693	Alfisols	90	Udalfs	90
WI033	816B2	"Vlasaty silt loam, 2 to 6 percent slopes, moderately eroded, dissected"	2518694	Alfisols	90	Udalfs	90
WI033	816C2	"Vlasaty silt loam, 6 to 12 percent slopes, moderately eroded, dissected"	2518695	Alfisols	90	Udalfs	90
WI033	826B2	"Hersey silt loam, 2 to 6 percent slopes, moderately eroded"	2518475	Alfisols	90	Udalfs	90
WI033	826C2	"Hersey silt loam, 6 to 12 percent slopes, moderately eroded"	2518474	Alfisols	90	Udalfs	90
WI033	828B	"Vasa silt loam, 1 to 6 percent slopes, dissected"	2518696	Alfisols	90	Udalfs	90
WI033	836B2	"Spencer silt loam, 2 to 6 percent slopes, moderately eroded, dissected"	2518681	Alfisols	90	Udalfs	90
WI033	836C2	"Spencer silt loam, 6 to 12 percent slopes, moderately eroded, dissected"	2518682	Alfisols	90	Udalfs	90
WI033	838B	"Almena silt loam, 1 to 6 percent slopes, dissected"	2518683	Alfisols	90	Udalfs	90
WI033	870B2	"Santiago silt loam, 2 to 6 percent slopes, moderately eroded, dissected"	2518684	Alfisols	85	Udalfs	85
WI033	870C2	"Santiago silt loam, 6 to 12 percent slopes, moderately eroded, dissected"	2518685	Alfisols	85	Udalfs	85
WI033	875B	"Amery sandy loam, 2 to 6 percent slopes, dissected"	2518686	Alfisols	92	Udalfs	92
WI033	875C2	"Amery sandy loam, 6 to 12 percent slopes, moderately eroded, dissected"	2518687	Alfisols	92	Udalfs	92
WI033	875D	"Amery sandy loam, 12 to 25 percent slopes, dissected"	2518688	Alfisols	90	Udalfs	90
WI033	M-W	Miscellaneous water	2504304		100		100
WI033	W	Water	2504310		100		100
WI035	Ad	Adrian muck	421737	Histosols	100	Saprists	100
WI035	Ae	"Alluvial land, sandy"	421738	Entisols	90	Psamments	90
WI035	Af	"Alluvial land, wet"	421739	Mollisols	100	Aquolls	100
WI035	ArA	"Arenzville silt loam, 0 to 3 percent slopes"	421740	Entisols	99	Fluvents	99
WI035	AtB	"Arland sandy loam, 2 to 6 percent slopes"	421741	Alfisols	100	Udalfs	100
WI035	AtC2	"Arland sandy loam, 6 to 12 percent slopes, eroded"	421742	Alfisols	100	Udalfs	100
WI035	AtD2	"Arland sandy loam, 12 to 20 percent slopes, eroded"	421743	Alfisols	100	Udalfs	100
WI035	Au	Au Gres loamy sand	421744	Spodosols	99	Aquods	99
WI035	BP	Borrow pit	843743		100		100
WI035	BlB	"Billett sandy loam, 1 to 6 percent slopes"	421745	Alfisols	100	Udalfs	100
WI035	BlC2	"Billett sandy loam, 6 to 12 percent slopes, eroded"	421746	Alfisols	100	Udalfs	100
WI035	BlD2	"Billett sandy loam, 12 to 20 percent slopes, eroded"	421747	Alfisols	100	Udalfs	100
WI035	BmA	"Billett sandy loam, moderately well drained, 0 to 3 percent slopes"	421748	Alfisols	100	Udalfs	100
WI035	BoB	"Boone-Plainbo complex, 2 to 6 percent slopes"	421749	Entisols	100	Psamments	100
WI035	BoC	"Boone-Plainbo complex, 6 to 12 percent slopes"	421750	Entisols	100	Psamments	100
WI035	BoE	"Boone-Plainbo complex, 12 to 45 percent slopes"	421751	Entisols	100	Psamments	100
WI035	BuA	"Burkhardt sandy loam, 0 to 3 percent slopes"	421752	Mollisols	100	Udolls	100
WI035	Cb	Cable loam	421753	Inceptisols	100	Aquepts	100
WI035	CeA	"Caryville loam, 0 to 3 percent slopes"	421754	Mollisols	100	Udolls	100
WI035	CkB	"Chetek sandy loam, 1 to 6 percent slopes"	421755	Alfisols	100	Udalfs	100
WI035	CkC2	"Chetek sandy loam, 6 to 12 percent slopes, eroded"	421756	Alfisols	100	Udalfs	100
WI035	CkD2	"Chetek sandy loam, 12 to 20 percent slopes, eroded"	421757	Alfisols	100	Udalfs	100
WI035	Cu	Curran silt loam	421758	Alfisols	99	Aqualfs	99
WI035	DaA	"Dakota loam, 0 to 3 percent slopes"	421759	Mollisols	100	Udolls	100
WI035	De	Dells silt loam	421760	Alfisols	99	Udalfs	99
WI035	DuA	"Dunnville sandy loam, 0 to 3 percent slopes"	421761	Mollisols	100	Udolls	100
WI035	ElB	"Eleva sandy loam, 2 to 6 percent slopes"	421762	Alfisols	100	Udalfs	100
WI035	ElC2	"Eleva sandy loam, 6 to 12 percent slopes, eroded"	421763	Alfisols	100	Udalfs	100
WI035	ElD2	"Eleva sandy loam, 12 to 20 percent slopes, eroded"	421764	Alfisols	100	Udalfs	100
WI035	EmB	"Elkmound loam, 2 to 6 percent slopes"	421765	Inceptisols	100	Udepts	100
WI035	EmC2	"Elkmound loam, 6 to 12 percent slopes, eroded"	421766	Inceptisols	100	Udepts	100
WI035	EmD2	"Elkmound loam, 12 to 20 percent slopes, eroded"	421767	Inceptisols	100	Udepts	100
WI035	EmE	"Elkmound loam, 20 to 45 percent slopes"	421768	Inceptisols	100	Udepts	100
WI035	Eo	Elm Lake loamy sand	421769	Entisols	100	Aquents	100
WI035	Er	Ettrick silt loam	421770	Mollisols	100	Aquolls	100
WI035	FmA	"Fairchild and Merrillan soils, 0 to 2 percent slopes"	421771	Spodosols	98	Aquods	98
WI035	FmB	"Fairchild and Merrillan soils, 2 to 6 percent slopes"	421772	Spodosols	98	Aquods	98
WI035	FoA	"Fallcreek sandy loam, 0 to 2 percent slopes"	421773	Alfisols	98	Udalfs	98
WI035	FoB	"Fallcreek sandy loam, 2 to 6 percent slopes"	421774	Alfisols	98	Udalfs	98
WI035	FpB	"Fallcreek loam, moderately well drained variant, 2 to 6 percent"	421775	Alfisols	100	Udalfs	100
WI035	FpC	"Fallcreek loam, moderately well drained variant, 6 to 12 percent slopes"	421776	Alfisols	100	Udalfs	100
WI035	FrA	"Friendship loamy sand, 0 to 3 percent slopes"	421777	Entisols	100	Psamments	100
WI035	GP	Gravel pit	843744		100		100
WI035	GaB	"Gale silt loam, 2 to 6 percent slopes"	421778	Alfisols	100	Udalfs	100
WI035	GaC2	"Gale silt loam, 6 to 12 percent slopes, eroded"	421779	Alfisols	100	Udalfs	100
WI035	GaD2	"Gale silt loam, 12 to 20 percent slopes, eroded"	421780	Alfisols	100	Udalfs	100
WI035	GaE	"Gale silt loam, 20 to 30 percent slopes"	421781	Alfisols	100	Udalfs	100
WI035	GoB	"Gotham loamy sand, 1 to 6 percent slopes"	421782	Alfisols	100	Udalfs	100
WI035	GoC2	"Gotham loamy sand, 6 to 12 percent slopes, eroded"	421783	Alfisols	100	Udalfs	100
WI035	GsB	"Gotham loamy sand, sandstone substratum, 2 to 6 percent slopes"	421784	Alfisols	100	Udalfs	100
WI035	GsC2	"Gotham loamy sand, sandstone substratum, 6 to 12 percent slopes, eroded"	421785	Alfisols	100	Udalfs	100
WI035	HeC2	"Hiles silt loam, 6 to 12 percent slopes, eroded"	421786	Alfisols	100	Udalfs	100
WI035	HkB	"Hiles and Kert soils, 2 to 6 percent slopes"	421787	Alfisols	98	Udalfs	50
WI035	HnB	"Hixton loam, 2 to 6 percent slopes"	421788	Alfisols	100	Udalfs	100
WI035	HnC2	"Hixton loam, 6 to 12 percent slopes, eroded"	421789	Alfisols	100	Udalfs	100
WI035	HnD2	"Hixton loam, 12 to 20 percent slopes, eroded"	421790	Alfisols	100	Udalfs	100
WI035	Ho	Houghton muck	421791	Histosols	100	Saprists	100
WI035	KeA	"Kert loam, 0 to 3 percent slopes"	421792	Alfisols	99	Boralfs	99
WI035	LDF	Landfill	843746		100		100
WI035	La	Lows loam	421793	Inceptisols	100	Aquepts	100
WI035	LuB	"Ludington and Humbird soils, 2 to 6 percent slopes"	421794	Spodosols	100	Orthods	100
WI035	LuC	"Ludington and Humbird soils, 6 to 12 percent slopes"	421795	Spodosols	100	Orthods	100
WI035	M-W	Miscellaneous water	843745		100		100
WI035	Ma	Markey muck	421796	Histosols	100	Saprists	100
WI035	Mc	Marshan loam	421797	Mollisols	100	Aquolls	100
WI035	MdB	"Menahga sand, 1 to 6 percent slopes"	421798	Entisols	97	Psamments	97
WI035	MdC	"Menahga sand, 6 to 12 percent slopes"	421799	Entisols	98	Psamments	98
WI035	MeA	"Meridian loam, 0 to 2 percent slopes"	421800	Alfisols	100	Udalfs	100
WI035	MeB	"Meridian loam, 2 to 6 percent slopes"	421801	Alfisols	100	Udalfs	100
WI035	MeC2	"Meridian loam, 6 to 12 percent slopes, eroded"	421802	Alfisols	100	Udalfs	100
WI035	MmA	"Meridian loam, moderately well drained, 0 to 3 percent slopes"	421803	Alfisols	100	Udalfs	100
WI035	Mo	Morocco loamy sand	421804	Entisols	99	Psamments	99
WI035	MrB	"Mt. Carroll silt loam, 2 to 6 percent slopes"	421805	Alfisols	100	Udalfs	100
WI035	MrC2	"Mt. Carroll silt loam, 6 to 12 percent slopes, eroded"	421806	Alfisols	100	Udalfs	100
WI035	Ms	"Mt. Carroll silt loam, benches"	421807	Alfisols	100	Udalfs	100
WI035	Na	Newson loamy sand	421808	Entisols	100	Aquents	100
WI035	NrC2	"Norden silt loam, 6 to 12 percent slopes, eroded"	421809	Alfisols	100	Udalfs	100
WI035	NrD2	"Norden silt loam, 12 to 20 percent slopes, eroded"	421810	Alfisols	100	Udalfs	100
WI035	NrE2	"Norden silt loam, 20 to 30 percent slopes, eroded"	421811	Alfisols	100	Udalfs	100
WI035	NtB	"Northfield silt loam, 2 to 6 percent slopes"	421812	Alfisols	100	Udalfs	100
WI035	NtC2	"Northfield silt loam, 6 to 12 percent slopes, eroded"	421813	Alfisols	100	Udalfs	100
WI035	NtD2	"Northfield silt loam, 12 to 20 percent slopes, eroded"	421814	Alfisols	100	Udalfs	100
WI035	NtE2	"Northfield silt loam, 20 to 30 percent slopes, eroded"	421815	Alfisols	100	Udalfs	100
WI035	NtF	"Northfield silt loam, 30 to 45 percent slopes"	421816	Alfisols	100	Udalfs	100
WI035	On	Orion silt loam	421817	Entisols	99	Fluvents	99
WI035	Or	"Otter silt loam, overwash"	421818	Mollisols	100	Aquolls	100
WI035	OsB	"Otterholt silt loam, 2 to 6 percent slopes"	421819	Alfisols	100	Udalfs	100
WI035	OsC2	"Otterholt silt loam, 6 to 12 percent slopes, eroded"	421820	Alfisols	100	Udalfs	100
WI035	PcB	"Pillot silt loam, 2 to 6 percent slopes"	421821	Mollisols	100	Udolls	100
WI035	PdB	"Plainbo loamy sand, 2 to 6 percent slopes"	421822	Entisols	100	Psamments	100
WI035	PdC2	"Plainbo loamy sand, 6 to 12 percent slopes, eroded"	421823	Entisols	100	Psamments	100
WI035	PfB	"Plainfield loamy sand, 1 to 6 percent slopes"	421824	Entisols	100	Psamments	100
WI035	PfC2	"Plainfield loamy sand, 6 to 12 percent slopes, eroded"	421825	Entisols	100	Psamments	100
WI035	PlB	"Plainfield loamy sand, loamy substratum, 1 to 6 percent slopes"	421826	Entisols	100	Psamments	100
WI035	PlC2	"Plainfield loamy sand, loamy substratum, 6 to 12 percent slopes, eroded"	421827	Entisols	100	Psamments	100
WI035	Pw	Psammaquents	843747	Entisols	100	Aquents	100
WI035	QUA	Quarry	843752		100		100
WI035	Re	Riverwash	421828		100		100
WI035	SPO	Spoil area	843748		100		100
WI035	SeB	"Seaton silt loam, 2 to 6 percent slopes"	421829	Alfisols	100	Udalfs	100
WI035	SeC2	"Seaton silt loam, 6 to 12 percent slopes, eroded"	421830	Alfisols	100	Udalfs	100
WI035	SeD2	"Seaton silt loam, 12 to 20 percent slopes, eroded"	421831	Alfisols	100	Udalfs	100
WI035	SeE2	"Seaton silt loam, 20 to 30 percent slopes, eroded"	421832	Alfisols	100	Udalfs	100
WI035	SfB	"Seaton silt loam, benches, 2 to 6 percent slopes"	421833	Alfisols	100	Udalfs	100
WI035	SmA	"Seaton silt loam, moderately well drained, 0 to 2 percent slopes"	421834	Alfisols	100	Udalfs	100
WI035	SmB	"Seaton silt loam, moderately well drained, 2 to 6 percent slopes"	421835	Alfisols	100	Udalfs	100
WI035	So	Shiffer loam	421836	Alfisols	99	Udalfs	99
WI035	SpB	"Sparta loamy sand, 1 to 6 percent slopes"	421837	Mollisols	100	Udolls	100
WI035	TeA	"Tell silt loam, 0 to 2 percent slopes"	421838	Alfisols	100	Udalfs	100
WI035	TeB	"Tell silt loam, 2 to 6 percent slopes"	421839	Alfisols	100	Udalfs	100
WI035	Tn	"Terrace escarpments, sandy"	421840	Entisols	100	Psamments	100
WI035	TrB	"Trempe loamy sand, 1 to 6 percent slopes"	421841	Mollisols	100	Udolls	100
WI035	UnD2	"Urne very fine sandy loam, 12 to 20 percent slopes, eroded"	421842	Inceptisols	100	Udepts	100
WI035	UnE	"Urne very fine sandy loam, 20 to 45 percent slopes"	421843	Inceptisols	100	Udepts	100
WI035	Vd	Veedum silt loam	421844	Inceptisols	100	Aquepts	100
WI035	Ve	Vesper loam	421845	Inceptisols	100	Aquepts	100
WI035	VlB	"Vilas sand, 1 to 6 percent slopes"	421846	Spodosols	100	Orthods	100
WI035	W	Water	421847		100		100
WI035	Wh	"Whitehall silt loam, deep variant"	421848	Mollisols	100	Udolls	100
WI037	AnB	"Annalake fine sandy loam, 0 to 6 percent slopes"	429990	Spodosols	100	Orthods	100
WI037	AnC	"Annalake fine sandy loam, 6 to 15 percent slopes"	429991	Spodosols	100	Orthods	100
WI037	Au	"Au Gres loamy sand, 0 to 2 percent slopes"	429992	Spodosols	100	Aquods	100
WI037	Ca	"Capitola muck, 0 to 2 percent slopes, very stony"	429993	Alfisols	100	Aqualfs	100
WI037	CoA	"Crossett silt loam, 0 to 3 percent slopes"	429994	Alfisols	100	Boralfs	100
WI037	CrA	"Croswell loamy sand, 0 to 3 percent slopes"	429995	Spodosols	100	Orthods	100
WI037	CuA	"Cublake loamy sand, 0 to 3 percent slopes"	429996	Spodosols	100	Orthods	100
WI037	EdB	"Ellwood silt loam, 1 to 6 percent slopes"	429997	Alfisols	100	Boralfs	100
WI037	EdC	"Ellwood silt loam, 6 to 15 percent slopes"	429998	Alfisols	100	Boralfs	100
WI037	ElB	"Ellwood-Crossett silt loams, 0 to 6 percent slopes"	429999	Alfisols	100	Boralfs	100
WI037	EmB	"Ellwood-Iosco-Morganlake complex, 0 to 6 percent slopes"	430000	Alfisols	50	Boralfs	50
WI037	EnC	"Ellwood-Iosco-Vilas complex, 0 to 15 percent slopes"	430001	Alfisols	50	Boralfs	50
WI037	EoD	"Ellwood-Vilas-Padus complex, 10 to 30 percent slopes"	430002	Alfisols	50	Boralfs	50
WI037	Ep	"Epiaquents and Epiaquods, nearly level"	430003	Spodosols	50	Aquods	50
WI037	FeB	"Fence silt loam, 0 to 6 percent slopes"	430004	Spodosols	100	Orthods	100
WI037	Fm	"Fordum loam, 0 to 2 percent slopes"	430005	Entisols	100	Aquents	100
WI037	GaA	"Gastrow silt loam, 0 to 3 percent slopes"	430006	Spodosols	100	Aquods	100
WI037	GmC	"Goodman silt loam, 6 to 15 percent slopes, very stony"	430007	Spodosols	100	Orthods	100
WI037	GmD	"Goodman silt loam, 15 to 25 percent slopes, very stony"	430008	Spodosols	100	Orthods	100
WI037	GwB	"Goodwit silt loam, 1 to 6 percent slopes, very stony"	430009	Spodosols	100	Orthods	100
WI037	IsA	"Iosco loamy fine sand, 0 to 3 percent slopes"	430010	Spodosols	100	Aquods	100
WI037	Kr	"Kinross muck, 0 to 2 percent slopes"	430011	Spodosols	100	Aquods	100
WI037	Lo	"Loxley, Beseman, and Dawson peats, 0 to 1 percent slopes"	430012	Histosols	100	Saprists	100
WI037	Lu	"Lupton and Cathro soils, 0 to 1 percent slopes"	430013	Histosols	85	Saprists	85
WI037	M-W	Miscellaneous water	580991		100		100
WI037	MaA	"Manitowish sandy loam, 0 to 3 percent slopes"	430014	Spodosols	100	Orthods	100
WI037	Mn	"Minocqua muck, 0 to 2 percent slopes"	430015	Inceptisols	100	Aquepts	100
WI037	MrB	"Morganlake loamy fine sand, 0 to 6 percent slopes"	430016	Spodosols	100	Orthods	100
WI037	MuB	"Mudlake silt loam, 1 to 6 percent slopes, very stony"	430017	Spodosols	100	Aquods	100
WI037	PaB	"Padus sandy loam, 0 to 6 percent slopes"	430018	Spodosols	98	Orthods	98
WI037	PaC	"Padus sandy loam, 6 to 15 percent slopes"	430019	Spodosols	100	Orthods	100
WI037	PaD	"Padus sandy loam, 15 to 35 percent slopes"	430020	Spodosols	100	Orthods	100
WI037	PeB	"Padus-Pence sandy loams, 0 to 6 percent slopes"	430021	Spodosols	100	Orthods	100
WI037	PeC	"Padus-Pence sandy loams, 6 to 15 percent slopes"	430022	Spodosols	100	Orthods	100
WI037	PeD	"Padus-Pence sandy loams, 15 to 35 percent slopes"	430023	Spodosols	100	Orthods	100
WI037	PnB	"Pence sandy loam, 0 to 6 percent slopes"	430025	Spodosols	100	Orthods	100
WI037	PnC	"Pence sandy loam, 6 to 15 percent slopes"	430026	Spodosols	100	Orthods	100
WI037	PnD	"Pence sandy loam, 15 to 35 percent slopes"	430027	Spodosols	100	Orthods	100
WI037	PsB	"Pence-Vilas complex, 0 to 6 percent slopes"	430028	Spodosols	100	Orthods	100
WI037	PsC	"Pence-Vilas complex, 6 to 15 percent slopes"	430029	Spodosols	100	Orthods	100
WI037	PsD	"Pence-Vilas complex, 15 to 35 percent slopes"	430030	Spodosols	100	Orthods	100
WI037	Pt	"Pits, gravel"	430031		100		100
WI037	Px	"Pits, mine"	430032		100		100
WI037	Rb	"Robago fine sandy loam, 0 to 2 percent slopes"	430033	Spodosols	100	Aquods	100
WI037	RkC	"Rock outcrop-Ishpeming-Vilas complex, 1 to 15 percent slopes"	430034	Spodosols	55	Orthods	55
WI037	RkD	"Rock outcrop-Ishpeming-Vilas complex, 15 to 35 percent slopes"	430035	Spodosols	55	Orthods	55
WI037	RmC	"Rock outcrop-Metonga-Sarona complex, 1 to 15 percent slopes"	430036	Spodosols	55	Orthods	55
WI037	RmD	"Rock outcrop-Metonga-Sarona complex, 15 to 35 percent slopes"	430037	Spodosols	55	Orthods	55
WI037	RsB	"Rousseau loamy fine sand, 0 to 6 percent slopes"	430038	Spodosols	100	Orthods	100
WI037	RsC	"Rousseau loamy fine sand, 6 to 15 percent slopes"	430039	Spodosols	100	Orthods	100
WI037	SaB	"Sarona fine sandy loam, 1 to 6 percent slopes, very stony"	430040	Spodosols	100	Orthods	100
WI037	SaC	"Sarona fine sandy loam, 6 to 15 percent slopes, very stony"	430041	Spodosols	100	Orthods	100
WI037	SaD	"Sarona fine sandy loam, 15 to 25 percent slopes, very stony"	430042	Spodosols	100	Orthods	100
WI037	SdB	"Sarona-Padus complex, 0 to 6 percent slopes, very stony"	430043	Spodosols	100	Orthods	100
WI037	SdC	"Sarona-Padus complex, 6 to 15 percent slopes, very stony"	430044	Spodosols	100	Orthods	100
WI037	SdD	"Sarona-Padus complex, 15 to 30 percent slopes, very stony"	430045	Spodosols	100	Orthods	100
WI037	SlB	"Sarona-Vilas complex, 0 to 6 percent slopes, very stony"	430046	Spodosols	100	Orthods	100
WI037	SlC	"Sarona-Vilas complex, 6 to 15 percent slopes, very stony"	430047	Spodosols	100	Orthods	100
WI037	SlD	"Sarona-Vilas complex, 15 to 30 percent slopes, very stony"	430048	Spodosols	100	Orthods	100
WI037	SnB	"Sayner loamy sand, 0 to 6 percent slopes"	430049	Spodosols	100	Orthods	100
WI037	SnC	"Sayner loamy sand, 6 to 15 percent slopes"	430050	Spodosols	100	Orthods	100
WI037	SnD	"Sayner loamy sand, 15 to 30 percent slopes"	430051	Spodosols	100	Orthods	100
WI037	SoD	"Soperton-Goodman silt loams, 15 to 35 percent slopes, very stony"	430052	Spodosols	100	Orthods	100
WI037	StC	"Stambaugh silt loam, 6 to 15 percent slopes"	430053	Spodosols	100	Orthods	100
WI037	StD	"Stambaugh silt loam, 15 to 25 percent slopes"	430054	Spodosols	100	Orthods	100
WI037	SuC	"Stambaugh-Goodman silt loams, 6 to 15 percent slopes, very stony"	430055	Spodosols	100	Orthods	100
WI037	SuD	"Stambaugh-Goodman silt loams, 15 to 35 percent slopes, very stony"	430056	Spodosols	100	Orthods	100
WI037	TpA	"Tipler sandy loam, 0 to 3 percent slopes"	430057	Spodosols	100	Orthods	100
WI037	VaB	"Vanzile silt loam, 0 to 6 percent slopes"	430058	Spodosols	100	Orthods	100
WI037	VgB	"Vanzile-Goodwit silt loams, 0 to 6 percent slopes, very stony"	430059	Spodosols	100	Orthods	100
WI037	VsB	"Vilas loamy sand, 0 to 6 percent slopes"	430060	Spodosols	100	Orthods	100
WI037	VsC	"Vilas loamy sand, 6 to 15 percent slopes"	430061	Spodosols	100	Orthods	100
WI037	VsD	"Vilas loamy sand, 15 to 30 percent slopes"	430062	Spodosols	100	Orthods	100
WI037	W	Water	430063		100		100
WI037	WaC	"Wabeno-Goodman silt loams, 6 to 15 percent slopes, very stony"	430064	Spodosols	100	Orthods	100
WI037	WbB	"Wabeno-Goodwit silt loams, 1 to 6 percent slopes, very stony"	430065	Spodosols	100	Orthods	100
WI037	WkB	"Wakefield silt loam, 1 to 6 percent slopes, very stony"	430066	Spodosols	100	Orthods	100
WI037	WkC	"Wakefield silt loam, 6 to 15 percent slopes, very stony"	430067	Spodosols	100	Orthods	100
WI037	WrA	"Worcester sandy loam, 0 to 3 percent slopes"	430068	Spodosols	100	Aquods	100
WI039	Ak	Adrian mucky peat	425398	Histosols	100	Saprists	100
WI039	Am	Alluvial land	425399		100		100
WI039	An	"Alluvial land, wet"	425400		100		100
WI039	AtA	"Ashkum silty clay loam, 0 to 3 percent slopes"	425401	Mollisols	100	Aquolls	100
WI039	BP	Borrow area	623901		100		100
WI039	BcA	"Beecher silt loam, 0 to 2 percent slopes"	425402	Alfisols	90	Aqualfs	90
WI039	BcB	"Beecher silt loam, 2 to 6 percent slopes"	425403	Alfisols	95	Aqualfs	95
WI039	BeB	"Beecher silt loam, shaly subsoil variant, 2 to 6 percent slopes"	425404	Alfisols	95	Aqualfs	95
WI039	BsA	"Brookston silt loam, 0 to 3 percent slopes"	425405	Mollisols	100	Aquolls	100
WI039	BtA	"Brookston stony silt loam, 0 to 3 percent slopes"	425406	Mollisols	100	Aquolls	100
WI039	BuA	"Brookston silty clay loam, 0 to 3 percent slopes"	425407	Mollisols	100	Aquolls	100
WI039	Ca	Carbondale mucky peat	425408	Histosols	100	Saprists	100
WI039	CcB	"Casco sandy loam, 2 to 6 percent slopes"	425409	Alfisols	85	Udalfs	85
WI039	CcC	"Casco sandy loam, 6 to 12 percent slopes"	425410	Alfisols	100	Udalfs	100
WI039	CeB	"Casco loam, 2 to 6 percent slopes"	425411	Alfisols	85	Udalfs	85
WI039	CeC2	"Casco loam, 6 to 12 percent slopes, eroded"	425412	Alfisols	85	Udalfs	85
WI039	CeD2	"Casco loam, 12 to 20 percent slopes, eroded"	425413	Alfisols	85	Udalfs	85
WI039	CfB3	"Casco soils, 2 to 6 percent slopes, severely eroded"	425414	Alfisols	100	Udalfs	100
WI039	CfC3	"Casco soils, 6 to 12 percent slopes, severely eroded"	425415	Alfisols	100	Udalfs	100
WI039	CfD3	"Casco soils, 12 to 20 percent slopes, severely eroded"	425416	Alfisols	100	Udalfs	100
